year;month;AC;province;party;nElectoresProvince;nVotosCandidaturasProvince;nElectoresAC;nVotosCandidaturaAC;nVotosPartyProv;sumVotesEachPartyACTotal;sumVotesEachPartyACTotalDividedBynVotosCandidaturaAC;totalDepsProv;totalDepsAvailableInAC;nDepsPerProvPerYear;totalDepsPerPartyPerAC;totalDepsPerPartyPerACDividedByTotalDepsAvailablePerAC
2015;5;Illes Baleares;Menorca;Cs;NA;36614;NA;423779;1938;28589;0.067462049794822;59;59;0;2;0.033898305084746
2015;5;Illes Baleares;Ibiza;Cs;NA;42367;NA;423779;1000;28589;0.067462049794822;59;59;0;2;0.033898305084746
2015;5;Illes Baleares;Formentera;Cs;NA;3293;NA;423779;0;28589;0.067462049794822;59;59;0;2;0.033898305084746
2015;5;Valencia;NA;Cs;NA;NA;3609265;2441180;NA;309121;0.126627696441885;NA;99;NA;13;0.131313131313131
2015;5;Castilla-La Mancha;NA;Cs;NA;NA;NA;1076342;NA;94626;NA;NA;33;NA;0;NA
2015;5;Valencia;NA;COMPROMIS;NA;NA;3609265;2441180;NA;456823;0.187132042700661;NA;99;NA;19;0.191919191919192
2015;5;Aragon;NA;CHA;NA;NA;1020106;654634;NA;30618;0.046771172899666;NA;67;NA;2;0.029850746268657
2015;5;Canarias;NA;CC;NA;NA;NA;892846;NA;165446;0.18530183256687;30;60;7;18;0.3
2012;3;Andalucia;NA;PSOE;NA;NA;6392620;3827666;NA;1527923;0.399178768471439;NA;109;NA;47;0.431192660550459
2012;3;Asturias;Asturias;PSOE;989993;494907;989993;494907;161159;161159;0.325634917267285;45;45;17;17;0.377777777777778
2012;10;Galicia;La Coruña;PSOE;1088796;562248;2697717;1405400;108886;297584;0.211743275935677;24;75;5;18;0.24
2012;10;Galicia;Lugo;PSOE;350946;185888;2697717;1405400;43370;297584;0.211743275935677;15;75;4;18;0.24
2012;10;Galicia;Orense;PSOE;363990;179064;2697717;1405400;43340;297584;0.211743275935677;14;75;4;18;0.24
2012;10;Galicia;Pontevedra;PSOE;893985;478200;2697717;1405400;101988;297584;0.211743275935677;22;75;5;18;0.24
2012;10;Pais Vasco;Álava;PSE-PSOE;250994;155001;1775351;1111760;30358;212809;0.191416312873282;25;75;6;16;0.213333333333333
2012;10;Pais Vasco;Guipúzcoa;PSE-PSOE;575935;357646;1775351;1111760;68915;212809;0.191416312873282;25;75;5;16;0.213333333333333
2012;10;Pais Vasco;Vizcaya;PSE-PSOE;948422;599113;1775351;1111760;113536;212809;0.191416312873282;25;75;5;16;0.213333333333333
2012;11;Catalonia;NA;PSC-PSOE;NA;NA;5413868;3582272;NA;524707;0.146473243796116;NA;135;NA;20;0.148148148148148
2012;3;Andalucia;NA;PP;NA;NA;6392620;3827666;NA;1570833;0.410389255488854;NA;109;NA;50;0.458715596330275
2012;3;Asturias;Asturias;PP;989993;494907;989993;494907;108091;108091;0.218406690549942;45;45;10;10;0.222222222222222
2012;10;Galicia;La Coruña;PP;1088796;562248;2697717;1405400;263167;661281;0.470528675110289;24;75;13;41;0.546666666666667
2012;10;Galicia;Lugo;PP;350946;185888;2697717;1405400;98284;661281;0.470528675110289;15;75;9;41;0.546666666666667
2012;10;Galicia;Orense;PP;363990;179064;2697717;1405400;90026;661281;0.470528675110289;14;75;8;41;0.546666666666667
2012;10;Galicia;Pontevedra;PP;893985;478200;2697717;1405400;209804;661281;0.470528675110289;22;75;11;41;0.546666666666667
2012;10;Pais Vasco;Álava;PP;250994;155001;1775351;1111760;29374;130584;0.117457005109016;25;75;5;10;0.133333333333333
2012;10;Pais Vasco;Guipúzcoa;PP;575935;357646;1775351;1111760;30461;130584;0.117457005109016;25;75;2;10;0.133333333333333
2012;10;Pais Vasco;Vizcaya;PP;948422;599113;1775351;1111760;70749;130584;0.117457005109016;25;75;3;10;0.133333333333333
2012;11;Catalonia;NA;PP;NA;NA;5413868;3582272;NA;471681;0.131670906061851;NA;135;NA;19;0.140740740740741
2012;10;Pais Vasco;Álava;PNV;250994;155001;1775351;1111760;40116;384766;0.346087285025545;25;75;7;27;0.36
2012;10;Pais Vasco;Guipúzcoa;PNV;575935;357646;1775351;1111760;114446;384766;0.346087285025545;25;75;9;27;0.36
2012;10;Pais Vasco;Vizcaya;PNV;948422;599113;1775351;1111760;230204;384766;0.346087285025545;25;75;11;27;0.36
2012;3;Andalucia;NA;PA;NA;NA;6392620;3827666;NA;96770;0.025281725207999;NA;109;NA;0;0
2012;3;Andalucia;NA;IU;NA;NA;6392620;3827666;NA;438372;0.114527234089913;NA;109;NA;12;0.110091743119266
2012;3;Asturias;Asturias;IU;989993;494907;989993;494907;69118;69118;0.13965856211369;45;45;5;5;0.111111111111111
2012;10;Galicia;La Coruña;IU;1088796;562248;2697717;1405400;96278;200828;0.142897395759214;24;75;4;9;0.12
2012;10;Galicia;Lugo;IU;350946;185888;2697717;1405400;19639;200828;0.142897395759214;15;75;1;9;0.12
2012;10;Galicia;Orense;IU;363990;179064;2697717;1405400;15492;200828;0.142897395759214;14;75;1;9;0.12
2012;10;Galicia;Pontevedra;IU;893985;478200;2697717;1405400;70666;200828;0.142897395759214;22;75;3;9;0.12
2012;10;Pais Vasco;Álava;IU;250994;155001;1775351;1111760;4579;30318;0.027270274159891;25;75;0;0;0
2012;10;Pais Vasco;Guipúzcoa;IU;575935;357646;1775351;1111760;9630;30318;0.027270274159891;25;75;0;0;0
2012;10;Pais Vasco;Vizcaya;IU;948422;599113;1775351;1111760;16109;30318;0.027270274159891;25;75;0;0;0
2012;11;Catalonia;NA;IU;NA;NA;5413868;3582272;NA;359705;0.100412531488396;NA;135;NA;13;0.096296296296296
2012;3;Asturias;Asturias;FAC;989993;494907;989993;494907;124518;124518;0.251598785226315;45;45;12;12;0.266666666666667
2012;11;Catalonia;NA;ERC;NA;NA;5413868;3582272;NA;498124;0.139052534257588;NA;135;NA;21;0.155555555555556
2012;10;Pais Vasco;Álava;EH Bildu;250994;155001;1775351;1111760;34193;277923;0.249984708929985;25;75;6;21;0.28
2012;10;Pais Vasco;Guipúzcoa;EH Bildu;575935;357646;1775351;1111760;115086;277923;0.249984708929985;25;75;9;21;0.28
2012;10;Pais Vasco;Vizcaya;EH Bildu;948422;599113;1775351;1111760;128644;277923;0.249984708929985;25;75;6;21;0.28
2012;11;Catalonia;NA;CUP;NA;NA;5413868;3582272;NA;126435;0.035294639826345;NA;135;NA;3;0.022222222222222
2012;11;Catalonia;NA;Cs;NA;NA;5413868;3582272;NA;275007;0.076768877405178;NA;135;NA;9;0.066666666666667
2012;11;Catalonia;NA;CIU;NA;NA;5413868;3582272;NA;1116259;0.311606433012345;NA;135;NA;50;0.37037037037037
2012;10;Galicia;La Coruña;BNG;1088796;562248;2697717;1405400;55716;146027;0.103904226554718;24;75;2;7;0.093333333333333
2012;10;Galicia;Lugo;BNG;350946;185888;2697717;1405400;16622;146027;0.103904226554718;15;75;1;7;0.093333333333333
2012;10;Galicia;Orense;BNG;363990;179064;2697717;1405400;14245;146027;0.103904226554718;14;75;1;7;0.093333333333333
2012;10;Galicia;Pontevedra;BNG;893985;478200;2697717;1405400;58197;146027;0.103904226554718;22;75;3;7;0.093333333333333
2011;5;Navarra;Navarra;UPN;485386;315093;485386;315093;111474;111474;0.353781264579029;50;50;19;19;0.38
2011;5;Castilla y Leon;NA;UPL;NA;NA;2166385;1387404;NA;26660;0.019215743936157;NA;84;NA;1;0.011904761904762
2011;5;Asturias;Asturias;PSOE;910587;584663;910587;584663;179619;179619;0.307218004217814;45;45;15;15;0.333333333333333
2011;5;Cantabria;Cantabria;PSOE;494955;332224;494955;332224;55541;55541;0.167179372953188;39;39;7;7;0.179487179487179
2011;5;Castilla y Leon;NA;PSOE;NA;NA;2166385;1387404;NA;425777;0.306887539606344;NA;84;NA;29;0.345238095238095
2011;5;Castilla-La Mancha;Albacete;PSOE;309029;223433;1566641;1154773;94910;509738;0.441418356681356;10;49;5;24;0.489795918367347
2011;5;Castilla-La Mancha;Ciudad Real;PSOE;403438;293654;1566641;1154773;138372;509738;0.441418356681356;11;49;6;24;0.489795918367347
2011;5;Castilla-La Mancha;Cuenca;PSOE;163698;129247;1566641;1154773;61196;509738;0.441418356681356;8;49;4;24;0.489795918367347
2011;5;Castilla-La Mancha;Guadalajara;PSOE;178511;126198;1566641;1154773;49011;509738;0.441418356681356;8;49;3;24;0.489795918367347
2011;5;Castilla-La Mancha;Toledo;PSOE;511965;382241;1566641;1154773;166249;509738;0.441418356681356;12;49;6;24;0.489795918367347
2011;5;Extremadura;Badajoz;PSOE;555447;404565;906551;658205;183384;290045;0.440660584468365;36;65;17;30;0.461538461538462
2011;5;Extremadura;Caceres;PSOE;351104;253640;906551;658205;106661;290045;0.440660584468365;29;65;13;30;0.461538461538462
2011;5;La Rioja;La Rioja;PSOE;242007;160919;242007;160919;50169;50169;0.311765546641478;33;33;11;11;0.333333333333333
2011;5;Madrid;Madrid;PSOE;4622750;2921777;4622750;2921777;786297;786297;0.269116020832528;129;129;36;36;0.27906976744186
2011;5;Murcia;Murcia;PSOE;NA;NA;NA;637211;155506;155506;0.244041612589864;45;45;11;11;0.244444444444444
2011;5;Canarias;NA;PSOE;NA;NA;NA;880942;NA;190028;0.215710001339475;30;60;7;15;0.25
2011;5;Aragon;NA;PSOE;NA;NA;1016021;657851;NA;197189;0.299747207194334;NA;67;NA;22;0.328358208955224
2011;5;Illes Baleares;Illes Baleares;PSOE;726271;408025;726271;408025;104628;104628;0.256425464125973;59;59;19;19;0.322033898305085
2011;5;Valencia;NA;PSOE;NA;NA;3549687;2390202;NA;687141;0.287482396885284;NA;99;NA;33;0.333333333333333
2011;5;Navarra;Navarra;PSN-PSOE;485386;315093;485386;315093;51238;51238;0.162612308112208;50;50;9;9;0.18
2011;5;Illes Baleares;Illes Baleares;PSM;726271;408025;726271;408025;39904;39904;0.097797929048465;59;59;5;5;0.084745762711864
2011;5;La Rioja;La Rioja;PRP;242007;160919;242007;160919;8983;8983;0.055823115977604;33;33;2;2;0.060606060606061
2011;5;Cantabria;Cantabria;PRC;494955;332224;494955;332224;98887;98887;0.297651584473127;39;39;12;12;0.307692307692308
2011;5;Asturias;Asturias;PP;910587;584663;910587;584663;119767;119767;0.204847920939071;45;45;10;10;0.222222222222222
2011;5;Cantabria;Cantabria;PP;494955;332224;494955;332224;156499;156499;0.471064703332691;39;39;20;20;0.512820512820513
2011;5;Castilla y Leon;NA;PP;NA;NA;2166385;1387404;NA;739502;0.533011293033608;NA;84;NA;53;0.630952380952381
2011;5;Castilla-La Mancha;Albacete;PP;309029;223433;1566641;1154773;110255;564954;0.489233814784378;10;49;5;25;0.510204081632653
2011;5;Castilla-La Mancha;Ciudad Real;PP;403438;293654;1566641;1154773;137739;564954;0.489233814784378;11;49;5;25;0.510204081632653
2011;5;Castilla-La Mancha;Cuenca;PP;163698;129247;1566641;1154773;62318;564954;0.489233814784378;8;49;4;25;0.510204081632653
2011;5;Castilla-La Mancha;Guadalajara;PP;178511;126198;1566641;1154773;64232;564954;0.489233814784378;8;49;5;25;0.510204081632653
2011;5;Castilla-La Mancha;Toledo;PP;511965;382241;1566641;1154773;190410;564954;0.489233814784378;12;49;6;25;0.510204081632653
2011;5;Extremadura;Badajoz;PP;555447;404565;906551;658205;184503;307975;0.467901337729127;36;65;17;32;0.492307692307692
2011;5;Extremadura;Caceres;PP;351104;253640;906551;658205;123472;307975;0.467901337729127;29;65;15;32;0.492307692307692
2011;5;La Rioja;La Rioja;PP;242007;160919;242007;160919;85975;85975;0.534275007923241;33;33;20;20;0.606060606060606
2011;5;Madrid;Madrid;PP;4622750;2921777;4622750;2921777;1548306;1548306;0.529919292266316;129;129;72;72;0.558139534883721
2011;5;Murcia;Murcia;PP;NA;NA;NA;637211;382871;382871;0.600854348088781;45;45;33;33;0.733333333333333
2011;5;Navarra;Navarra;(UPN-)AP/PP;485386;315093;485386;315093;23551;23551;0.074743012380472;50;50;4;4;0.08
2011;5;Canarias;NA;PP;NA;NA;NA;880942;NA;289381;0.328490411400523;30;60;9;21;0.35
2011;5;Aragon;NA;PP;NA;NA;1016021;657851;NA;269729;0.410015337819658;NA;67;NA;30;0.447761194029851
2011;5;Illes Baleares;Illes Baleares;PP;726271;408025;726271;408025;196214;196214;0.480887200539183;59;59;35;35;0.593220338983051
2011;5;Valencia;NA;PP;NA;NA;3549687;2390202;NA;1211112;0.506698597022344;NA;99;NA;55;0.555555555555556
2011;5;Aragon;NA;PAR;NA;NA;1016021;657851;NA;62193;0.094539644995599;NA;67;NA;7;0.104477611940299
2011;5;Castilla-La Mancha;Albacete;OTROS;309029;223433;1566641;1154773;18268;80081;0.069347828534266;10;49;0;0;0
2011;5;Castilla-La Mancha;Ciudad Real;OTROS;403438;293654;1566641;1154773;17543;80081;0.069347828534266;11;49;0;0;0
2011;5;Castilla-La Mancha;Cuenca;OTROS;163698;129247;1566641;1154773;5733;80081;0.069347828534266;8;49;0;0;0
2011;5;Castilla-La Mancha;Guadalajara;OTROS;178511;126198;1566641;1154773;12955;80081;0.069347828534266;8;49;0;0;0
2011;5;Castilla-La Mancha;Toledo;OTROS;511965;382241;1566641;1154773;25582;80081;0.069347828534266;12;49;0;0;0
2011;5;Canarias;NA;NCA;NA;NA;NA;880942;NA;82148;0.093250179921039;30;60;8;3;0.05
2011;5;Navarra;Navarra;PNV/NaBai;485386;315093;485386;315093;49827;49827;0.158134265121726;50;50;8;8;0.16
2011;5;Asturias;Asturias;IU;910587;584663;910587;584663;61703;61703;0.1055360096329;45;45;4;4;0.088888888888889
2011;5;Cantabria;Cantabria;IU;494955;332224;494955;332224;11277;11277;0.033943965517241;39;39;0;0;0
2011;5;Castilla y Leon;NA;IU;NA;NA;2166385;1387404;NA;69872;0.050361682682189;NA;84;NA;1;0.011904761904762
2011;5;Extremadura;Badajoz;IU;555447;404565;906551;658205;25331;38157;0.057971300734574;36;65;2;3;0.046153846153846
2011;5;Extremadura;Caceres;IU;351104;253640;906551;658205;12826;38157;0.057971300734574;29;65;1;3;0.046153846153846
2011;5;La Rioja;La Rioja;IU;242007;160919;242007;160919;6114;6114;0.037994270409336;33;33;0;0;0
2011;5;Madrid;Madrid;IU;4622750;2921777;4622750;2921777;287707;287707;0.098469869534876;129;129;13;13;0.10077519379845
2011;5;Murcia;Murcia;IU;NA;NA;NA;637211;50988;50988;0.080017451048397;45;45;1;1;0.022222222222222
2011;5;Navarra;Navarra;IU;485386;315093;485386;315093;18457;18457;0.058576356821637;50;50;3;3;0.06
2011;5;Canarias;NA;IU;NA;NA;NA;880942;NA;6818;0.007739442551269;30;60;8;0;0
2011;5;Aragon;NA;IU;NA;NA;1016021;657851;NA;41874;0.063652711632269;NA;67;NA;4;0.059701492537314
2011;5;Illes Baleares;Illes Baleares;IU;726271;408025;726271;408025;39904;11209;0.027471355921819;59;59;NA;0;0
2011;5;Valencia;NA;IU;NA;NA;3549687;2390202;NA;144703;0.060540071508601;NA;99;NA;5;0.050505050505051
2011;5;Asturias;Asturias;FAC;910587;584663;910587;584663;178031;178031;0.304501909647096;45;45;16;16;0.355555555555556
2011;5;Navarra;Navarra;EH Bildu;485386;315093;485386;315093;42916;42916;0.136201058100307;50;50;7;7;0.14
2011;5;Valencia;NA;COMPROMIS;NA;NA;3549687;2390202;NA;176123;0.073685403995144;NA;99;NA;6;0.060606060606061
2011;5;Aragon;NA;CHA;NA;NA;1016021;657851;NA;55932;0.085022292281991;NA;67;NA;4;0.059701492537314
2011;5;Canarias;NA;CC;NA;NA;NA;880942;NA;225948;0.256484535871828;30;60;8;21;0.35
2010;11;Catalonia;NA;PSC-PSOE;NA;NA;5363688;3038645;NA;575233;0.189305759639576;NA;135;NA;28;0.207407407407407
2010;11;Catalonia;NA;PP;NA;NA;5363688;3038645;NA;387066;0.127381118886872;NA;135;NA;18;0.133333333333333
2010;11;Catalonia;NA;IU;NA;NA;5363688;3038645;NA;230824;0.075962805790081;NA;135;NA;10;0.074074074074074
2010;11;Catalonia;NA;ERC;NA;NA;5363688;3038645;NA;219173;0.07212853097351;NA;135;NA;10;0.074074074074074
2010;11;Catalonia;NA;Cs;NA;NA;5363688;3038645;NA;106154;0.034934650148339;NA;135;NA;3;0.022222222222222
2010;11;Catalonia;NA;CIU;NA;NA;5363688;3038645;NA;1202830;0.395844200293223;NA;135;NA;62;0.459259259259259
2009;3;Galicia;La Coruña;PSOE;778804;380022;2648276;1662904;23113;524488;0.315404858007438;24;75;8;25;0.333333333333333
2009;3;Galicia;Lugo;PSOE;346193;225366;2648276;1662904;74949;524488;0.315404858007438;15;75;5;25;0.333333333333333
2009;3;Galicia;Orense;PSOE;355666;223946;2648276;1662904;72144;524488;0.315404858007438;14;75;5;25;0.333333333333333
2009;3;Galicia;Pontevedra;PSOE;874519;556841;2648276;1662904;172616;524488;0.315404858007438;22;75;7;25;0.333333333333333
2009;3;Pais Vasco;Álava;PSE-PSOE;248231;150661;1756417;1036196;47523;318112;0.306999834008238;25;75;9;25;0.333333333333333
2009;3;Pais Vasco;Guipúzcoa;PSE-PSOE;574988;303408;1756417;1036196;92714;318112;0.306999834008238;25;75;8;25;0.333333333333333
2009;3;Pais Vasco;Vizcaya;PSE-PSOE;933198;582127;1756417;1036196;177875;318112;0.306999834008238;25;75;8;25;0.333333333333333
2009;3;Galicia;La Coruña;PP;1086020;633926;2648276;1662904;499733;789427;0.474727945810462;24;75;12;38;0.506666666666667
2009;3;Galicia;Lugo;PP;346193;225366;2648276;1662904;109574;789427;0.474727945810462;15;75;8;38;0.506666666666667
2009;3;Galicia;Orense;PP;355666;223946;2648276;1662904;109852;789427;0.474727945810462;14;75;7;38;0.506666666666667
2009;3;Galicia;Pontevedra;PP;874519;556841;2648276;1662904;265222;789427;0.474727945810462;22;75;11;38;0.506666666666667
2009;3;Pais Vasco;Álava;PP;248231;150661;1756417;1036196;32188;146148;0.141042814293821;25;75;6;13;0.173333333333333
2009;3;Pais Vasco;Guipúzcoa;PP;574988;303408;1756417;1036196;32123;146148;0.141042814293821;25;75;3;13;0.173333333333333
2009;3;Pais Vasco;Vizcaya;PP;933198;582127;1756417;1036196;81837;146148;0.141042814293821;25;75;4;13;0.173333333333333
2009;3;Pais Vasco;Álava;PNV;248231;150661;1756417;1036196;45767;399600;0.385641326544399;25;75;8;30;0.4
2009;3;Pais Vasco;Guipúzcoa;PNV;574988;303408;1756417;1036196;112101;399600;0.385641326544399;25;75;10;30;0.4
2009;3;Pais Vasco;Vizcaya;PNV;933198;582127;1756417;1036196;241732;399600;0.385641326544399;25;75;12;30;0.4
2009;3;Galicia;La Coruña;IU;934011;523015;2648276;1662904;-75646;16441;0.0098869207122;24;75;0;0;0
2009;3;Galicia;Lugo;IU;346193;225366;2648276;1662904;1464;16441;0.0098869207122;15;75;0;0;0
2009;3;Galicia;Orense;IU;355666;223946;2648276;1662904;1202;16441;0.0098869207122;14;75;0;0;0
2009;3;Galicia;Pontevedra;IU;874519;556841;2648276;1662904;6427;16441;0.0098869207122;22;75;0;0;0
2009;3;Pais Vasco;Álava;IU;248231;150661;1756417;1036196;5053;36373;0.035102432358357;25;75;0;1;0.013333333333333
2009;3;Pais Vasco;Guipúzcoa;IU;574988;303408;1756417;1036196;11240;36373;0.035102432358357;25;75;1;1;0.013333333333333
2009;3;Pais Vasco;Vizcaya;IU;933198;582127;1756417;1036196;20080;36373;0.035102432358357;25;75;0;1;0.013333333333333
2009;3;Pais Vasco;Álava;EA;248231;150661;1756417;1036196;5280;38198;0.036863682160518;25;75;0;1;0.013333333333333
2009;3;Pais Vasco;Guipúzcoa;EA;574988;303408;1756417;1036196;15885;38198;0.036863682160518;25;75;1;1;0.013333333333333
2009;3;Pais Vasco;Vizcaya;EA;933198;582127;1756417;1036196;17033;38198;0.036863682160518;25;75;0;1;0.013333333333333
2009;3;Galicia;La Coruña;BNG;472187;525214;2648276;1662904;163750;270712;0.162794725372;24;75;4;12;0.16
2009;3;Galicia;Lugo;BNG;346193;225366;2648276;1662904;33415;270712;0.162794725372;15;75;2;12;0.16
2009;3;Galicia;Orense;BNG;355666;223946;2648276;1662904;36126;270712;0.162794725372;14;75;2;12;0.16
2009;3;Galicia;Pontevedra;BNG;874519;556841;2648276;1662904;95827;270712;0.162794725372;22;75;4;12;0.16
2008;3;Andalucia;NA;PSOE;NA;NA;6231087;4451693;NA;2178296;0.489318558130581;NA;109;NA;56;0.513761467889908
2008;3;Andalucia;NA;PP;NA;NA;6231087;4451693;NA;1730154;0.388650789710791;NA;109;NA;47;0.431192660550459
2008;3;Andalucia;NA;PA;NA;NA;6231087;4451693;NA;124243;0.0279091572577;NA;109;NA;0;0
2008;3;Andalucia;NA;IU;NA;NA;6231087;4451693;NA;317562;0.071335107789329;NA;109;NA;6;0.055045871559633
2008;3;Andalucia;NA;Cs;NA;NA;6231087;4451693;NA;6024;0.001353193043635;NA;109;NA;0;0
2007;5;Valencia;NA;UV;NA;NA;3436601;2398256;NA;22781;0.009498985929776;NA;99;NA;0;0
2007;5;Navarra;Navarra;(UPN-)AP/PP;471653;325157;471653;325157;139132;139132;0.427891756905126;50;50;22;22;0.44
2007;5;Castilla y Leon;NA;UPL;NA;NA;2171192;1492591;NA;41519;0.027816729432242;NA;83;NA;2;0.024096385542169
2007;5;Illes Baleares;Illes Baleares;UM;699916;409831;699916;409831;28178;28178;0.068755169813899;59;59;3;3;0.050847457627119
2007;5;Asturias;Asturias;PSOE;981802;585380;981802;585380;252201;252201;0.430832963203389;45;45;21;21;0.466666666666667
2007;5;Cantabria;Cantabria;PSOE;485624;340321;485624;340321;84982;84982;0.249711301976663;39;39;10;10;0.256410256410256
2007;5;Castilla y Leon;NA;PSOE;NA;NA;2171192;1492591;NA;574596;0.384965472791944;NA;83;NA;33;0.397590361445783
2007;5;Castilla-La Mancha;Albacete;PSOE;302321;212047;1506504;1088483;113295;572849;0.526281990623648;10;47;6;26;0.553191489361702
2007;5;Castilla-La Mancha;Ciudad Real;PSOE;396273;277587;1506504;1088483;156721;572849;0.526281990623648;11;47;7;26;0.553191489361702
2007;5;Castilla-La Mancha;Cuenca;PSOE;165028;128330;1506504;1088483;66164;572849;0.526281990623648;8;47;4;26;0.553191489361702
2007;5;Castilla-La Mancha;Guadalajara;PSOE;166558;113913;1506504;1088483;53086;572849;0.526281990623648;7;47;3;26;0.553191489361702
2007;5;Castilla-La Mancha;Toledo;PSOE;476324;356613;1506504;1088483;183583;572849;0.526281990623648;11;47;6;26;0.553191489361702
2007;5;Extremadura;Badajoz;PSOE;544753;398521;893547;656928;216952;352342;0.536347971162745;35;65;21;38;0.584615384615385
2007;5;Extremadura;Caceres;PSOE;348794;258407;893547;656928;135390;352342;0.536347971162745;30;65;17;38;0.584615384615385
2007;5;Murcia;Murcia;PSOE;NA;NA;NA;641429;207998;207998;0.32427283456158;45;45;15;15;0.333333333333333
2007;5;La Rioja;La Rioja;PSOE;237753;169901;237753;169901;69858;69858;0.411168857157992;33;33;14;14;0.424242424242424
2007;5;Canarias;NA;PSOE;769185;464971;1537139;922223;172724;322833;0.350059584287098;30;60;14;26;0.433333333333333
2007;5;Canarias;NA;PSOE;766518;457252;1537139;922223;150109;322833;0.350059584287098;30;60;12;26;0.433333333333333
2007;5;Aragon;NA;PSOE;NA;NA;1017085;656946;NA;276415;0.420757566070879;NA;67;NA;30;0.447761194029851
2007;5;Illes Baleares;Illes Baleares;PSOE;699916;409831;699916;409831;136027;136027;0.331909982407383;59;59;22;22;0.372881355932203
2007;5;Valencia;NA;PSOE;NA;NA;3436601;2398256;NA;839803;0.350172375259355;NA;99;NA;38;0.383838383838384
2007;5;Madrid;Madrid;PSOE;NA;NA;NA;2936081;NA;1002862;0.341564827400879;NA;120;42;42;0.35
2007;5;Navarra;Navarra;PSN-PSOE;471653;325157;471653;325157;74158;74158;0.22806828701212;50;50;12;12;0.24
2007;5;Illes Baleares;Illes Baleares;PSM;699916;409831;699916;409831;40864;40864;0.09970939240809;59;59;5;5;0.084745762711864
2007;5;La Rioja;La Rioja;PRP;237753;169901;237753;169901;10369;10369;0.061029658448155;33;33;2;2;0.060606060606061
2007;5;Cantabria;Cantabria;PRC;485624;340321;485624;340321;99159;99159;0.291369031003082;39;39;12;12;0.307692307692308
2007;5;Asturias;Asturias;PP;981802;585380;981802;585380;248907;248907;0.425205849191978;45;45;20;20;0.444444444444444
2007;5;Cantabria;Cantabria;PP;485624;340321;485624;340321;143810;143810;0.422571630901414;39;39;17;17;0.435897435897436
2007;5;Castilla y Leon;NA;PP;NA;NA;2171192;1492591;NA;748746;0.501641775945319;NA;83;NA;48;0.578313253012048
2007;5;Castilla-La Mancha;Albacete;PP;302321;212047;1506504;1088483;87684;467319;0.429330545355325;10;47;4;21;0.446808510638298
2007;5;Castilla-La Mancha;Ciudad Real;PP;396273;277587;1506504;1088483;110411;467319;0.429330545355325;11;47;4;21;0.446808510638298
2007;5;Castilla-La Mancha;Cuenca;PP;165028;128330;1506504;1088483;58059;467319;0.429330545355325;8;47;4;21;0.446808510638298
2007;5;Castilla-La Mancha;Guadalajara;PP;166558;113913;1506504;1088483;53935;467319;0.429330545355325;7;47;4;21;0.446808510638298
2007;5;Castilla-La Mancha;Toledo;PP;476324;356613;1506504;1088483;157230;467319;0.429330545355325;11;47;5;21;0.446808510638298
2007;5;Extremadura;Badajoz;PP;544753;398521;893547;656928;152109;257392;0.391811583613425;35;65;14;27;0.415384615384615
2007;5;Extremadura;Caceres;PP;348794;258407;893547;656928;105283;257392;0.391811583613425;30;65;13;27;0.415384615384615
2007;5;Murcia;Murcia;PP;NA;NA;NA;641429;379011;379011;0.590885351301547;45;45;29;29;0.644444444444444
2007;5;La Rioja;La Rioja;PP;237753;169901;237753;169901;84382;84382;0.496653933761426;33;33;17;17;0.515151515151515
2007;5;Canarias;NA;PP;769185;464971;1537139;922223;149499;224883;0.243848830488938;30;60;11;15;0.25
2007;5;Canarias;NA;PP;766518;457252;1537139;922223;75384;224883;0.243848830488938;30;60;4;15;0.25
2007;5;Aragon;NA;PP;NA;NA;1017085;656946;NA;208642;0.317593835718613;NA;67;NA;23;0.343283582089552
2007;5;Illes Baleares;Illes Baleares;PP;699916;409831;699916;409831;192577;194372;0.474273542020979;59;59;28;28;0.474576271186441
2007;5;Valencia;NA;PP;NA;NA;3436601;2398256;NA;1276301;0.532178799927948;NA;99;NA;54;0.545454545454545
2007;5;Madrid;Madrid;PP;NA;NA;NA;2936081;NA;1592162;0.5422745489651;NA;120;67;67;0.558333333333333
2007;5;Aragon;NA;PAR;NA;NA;1017085;656946;NA;81135;0.123503301641231;NA;67;NA;9;0.134328358208955
2007;5;Castilla-La Mancha;Albacete;OTROS;302321;212047;1506504;1088483;11068;48315;0.044387464021028;10;47;0;0;0
2007;5;Castilla-La Mancha;Ciudad Real;OTROS;396273;277587;1506504;1088483;10455;48315;0.044387464021028;11;47;0;0;0
2007;5;Castilla-La Mancha;Cuenca;OTROS;165028;128330;1506504;1088483;4100;48315;0.044387464021028;8;47;0;0;0
2007;5;Castilla-La Mancha;Guadalajara;OTROS;166558;113913;1506504;1088483;6892;48315;0.044387464021028;7;47;0;0;0
2007;5;Castilla-La Mancha;Toledo;OTROS;476324;356613;1506504;1088483;15800;48315;0.044387464021028;11;47;0;0;0
2007;5;Canarias;NA;NCA;NA;NA;NA;922223;NA;50749;NA;NA;60;NA;NA;NA
2007;5;Navarra;Navarra;PNV/NaBai;471653;325157;471653;325157;77872;77872;0.239490461530891;50;50;12;12;0.24
2007;5;Asturias;Asturias;IU;981802;585380;981802;585380;58114;58114;0.099275684170966;45;45;4;4;0.088888888888889
2007;5;Castilla y Leon;NA;IU;NA;NA;2171192;1492591;NA;46878;0.031407130285524;NA;83;NA;0;0
